Name,Model,Price,Dealer,Used,Condition,Mileage,MPG,Body Style,Exterior Color,Interior Color,Transmission,Drive Train,Fuel Type,Engine,Other Features
2016 BMW,6 Series 650i xDrive," $38,477 ",Bell Audi,"64,691 mi",USED,"64,691",15 City / 24 Hwy,Convertible,Gray,White,Automatic,AWD,Gasoline,8 Cyl,"[' Air Conditioning ', ' Anti-Theft System ', ' Blind Spot Monitor ', ' Bluetooth ', ' Cruise Control ', ' Driver Assistance Package ', ' Driver Assistance Plus Package ', ' Executive Package ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Multi-Zone Climate Control ', ' Piano Black Interior Trim ', ' Power Locks ', ' Power Windows ', ' Premium Sound System ', ' Premium Wheels ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear-View Camera ', ' Side and Top View Camera ', ' Steering Wheel Controls ']"
2018 Chevrolet,Camaro 2SS," $38,500 ",Global Auto Mall,"40,812 mi",USED,"40,812",17 City / 27 Hwy,Convertible,Black,Black,Manual,RWD,Gasoline,8 Cyl,"[' 20 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Android Auto ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Blind Spot Monitor ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' Chevrolet MyLink ', ' Clock ', ' Cooled Seats ', ' Cross Traffic Alert ', ' Cruise Control ', ' Daytime Running Lights ', ' Dual Exhaust ', ' Emergency Trunk Release ', ' Floor Mats ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Head-Up Display ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Intensity Discharge Headlights ', ' High Performance Tires ', ' Integrated Cell Phone ', ' Integrated Garage Door Opener ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Steering Wheel ', ' Limited Slip Differential ', ' Locking Differential ', ' MP3 ', ' Memory Mirrors ', ' Multi-Zone Climate Control ', ' Navigation System ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Windows ', ' Preferred Equipment Package ', ' Premium Sound System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Trunk Release ', ' Satellite Radio ', ' Seat Memory ', ' Smart Device Integration ', ' Spoiler ', ' Sport Seats ', ' Stability Control ', ' Telematics System ', ' Tire Pressure Monitoring System ', ' Touch-Screen Sound System ', ' Traction Control ', ' Vanity Mirror/Light ', ' Voice-Activated Command System ', ' WiFi Hotspot ']"
2015 BMW,6 Series 640i xDrive," $38,795 ",New Country Lexus of Great Neck,"40,296 mi",USED,"40,296",20 City / 29 Hwy,Convertible,Black,Black,Automatic,AWD,Gasoline,6 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Adjustable Lumbar Support ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Cruise Control ', ' DVD ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Headrests ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' HD Radio ', ' Head Restraint Whiplash Protection ', ' Headlight Washers ', ' Heated Mirrors ', ' Heated Seats ', ' High Intensity Discharge Headlights ', ' Illuminated Entry ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' MP3 ', ' Memorized Settings ', ' Navigation System ', ' Paddle Shifter ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Adjustable Headrest ', ' Power Mirrors ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Center Armrest ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Speed-Sensing Steering ', ' Sport Steering Wheel ', ' Stability Control ', ' Steering Wheel Controls ', ' Steering Wheel Memory ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' Wood Dash Trim ', ' Wood Door Trim ']"
2012 BMW,M3 Base," $38,900 ",Signature Pre-Owned,"81,454 mi",USED,"81,454",13 City / 20 Hwy,Convertible,White,––,Manual,RWD,Gasoline,8 Cyl,"[' AM/FM ', ' Adaptive Cruise Control ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Anti-Theft System ', ' BMW Assist ', ' Bluetooth ', ' CD (Single Disc) ', ' Daytime Running Lights ', ' Dual Airbags ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Heated Seats ', ' High Intensity Discharge Headlights ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' MP3 ', ' Navigation System ', ' Power Locks ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Wheels ', ' Rear Air Conditioning ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Side Airbags ', ' Stability Control ', ' Traction Control ']"
2023 Mini,Cooper Convertible S," $39,250 ",Mini of Morristown,7 mi,NEW,7,27 City / 36 Hwy,Convertible,Blue,Black,––,FWD,Gasoline,4 Cyl,"[' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Automatic Headlights ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' Cruise Control ', ' Daytime Running Lights ', ' Driver Adjustable Lumbar ', ' Dual-Zone Climate Control ', ' Floor Mats ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Heated Mirrors ', ' Heated Seats ', ' High Performance Tires ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Steering Wheel ', ' MP3 ', ' Onboard Communications System ', ' Pass-Through Rear Seat ', ' Passenger Adjustable Lumbar ', ' Power Locks ', ' Power Mirrors ', ' Power Steering ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Side Airbag ', ' Smart Device Integration ', ' Stability Control ', ' Steering Wheel Controls ', ' Tire Pressure Monitoring System ', ' Trip Computer ', ' Vanity Mirror/Light ', ' iPod Adapter ']"
2022 Chevrolet,Camaro 1LT," $39,430 ",Lasorsa Buick Pontiac Chevrolet Inc,3 mi,NEW,3,18 City / 29 Hwy,Convertible,White,Black,Automatic,RWD,Gasoline,6 Cyl,"[' Bluetooth ', ' Keyless Ignition ', ' Power Windows ', ' Rear View Camera ']"
2018 Chevrolet,Camaro 2SS," $39,750 ",Luxury Motor Club,"33,237 mi",USED,"33,237",17 City / 27 Hwy,Convertible,Black,Black,Manual,RWD,Gasoline,8 Cyl,"[' 20 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Blind Spot Monitor ', ' Bluetooth ', ' Braking Assist ', ' Brembo Brake Package ', ' Bucket Seats ', ' Center Console ', ' Color Coded Mirrors ', ' Compass ', ' Cooled Seats ', ' Cross Traffic Alert ', ' Cruise Control ', ' Cup Holder ', ' Daytime Running Lights ', ' Digital Info Center ', ' Dual-Zone Climate Control ', ' Emergency Trunk Release ', ' Floor Mats ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Glove Box ', ' Handsfree/Bluetooth Integration ', ' Head-Up Display ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Intensity Discharge Headlights ', ' High Performance Tires ', ' Integrated Garage Door Opener ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Steering Wheel ', ' Limited Slip Differential ', ' Locking Differential ', ' MP3 ', ' Memory Mirrors ', ' Multi-Zone Climate Control ', ' One-Touch Power Windows ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Windows ', ' Premium Sound System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Trunk Release ', ' Run-Flat Tires ', ' Satellite Radio ', ' Seat Memory ', ' Smart Device Integration ', ' Spoiler ', ' Sport Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Summer Tires ', ' Tachometer ', ' Telematics System ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Vanity Mirror/Light ', ' Ventilated Seats ', ' WiFi Hotspot ', ' Wireless Charging ']"
2020 Ford,Mustang GT Premium," $39,891 ",Autoworld Kia,"41,753 mi",USED,"41,753",15 City / 24 Hwy,Convertible,Black,Brown,Manual,RWD,Gasoline,8 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Android Auto ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' Bucket Seats ', ' Compass ', ' Cooled Seats ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' Heated Mirrors ', ' Heated Seats ', ' Illuminated Entry ', ' Integrated Garage Door Opener ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Trimmed Interior ', ' Overhead Console ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Satellite Radio ', ' Speed-Sensing Steering ', ' Spoiler ', ' Stability Control ', ' Steering Wheel Controls ', ' Sync 3 ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Ventilated Seats ']"
2020 Chevrolet,Camaro 2SS," $39,895 ",Jersey Car Direct LLC,"46,174 mi",USED,"46,174",16 City / 27 Hwy,Convertible,White,Black,Automatic,RWD,Gasoline,8 Cyl,"[' Blind Spot Monitor ', ' Bluetooth ', ' Cooled Seats ', ' Heated Seats ', ' Keyless Ignition ', ' Leather Seats ', ' Power Windows ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Remote Start ']"
2020 Ford,Mustang GT Premium," $39,900 ",Trinity Cadillac,"41,490 mi",USED,"41,490",15 City / 24 Hwy,Convertible,White,Brown,Automatic,RWD,Gasoline,8 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Android Auto ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' Bucket Seats ', ' Compass ', ' Cooled Seats ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' Heated Mirrors ', ' Heated Seats ', ' Illuminated Entry ', ' Integrated Garage Door Opener ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Overhead Console ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Satellite Radio ', ' Speed-Sensing Steering ', ' Spoiler ', ' Stability Control ', ' Steering Wheel Controls ', ' Sync 3 ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Ventilated Seats ']"
2013 Porsche,Boxster Base," $39,985 ",East Coast Auto Group Inc,"72,101 mi",USED,"72,101",20 City / 30 Hwy,Convertible,White,Red,Automatic,RWD,Gasoline,6 Cyl,"[' 18 Inch Wheels ', ' 3-Point Seat Belts ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Airbag Deactivation (Passenger) ', ' Alloy Wheels ', ' Ambient Lighting ', ' Anti-Lock Brakes ', ' Armrest ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' CD (Single Disc) ', ' Center Console ', ' Cruise Control ', ' Cup Holder ', ' Door Pockets ', ' Electric Parking Brake ', ' Emergency Trunk Release ', ' Engine Immobilizer ', ' Floor Mats ', ' Fog Lights ', ' Front Air Dam ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Side Airbags (Driver) ', ' Front and Rear Stabilizer Bar ', ' Glove Box ', ' Halogen Headlights ', ' Handsfree/Bluetooth Integration ', ' Heated Mirrors ', ' High Performance Tires ', ' Hill Assist System ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' LED Tail Lights ', ' Leather Seats ', ' Leather Steering Wheel ', ' Leather Trimmed Seats ', ' Limited Slip Differential ', ' Locking Glove Box ', ' MP3 ', ' One-Touch Power Windows ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Steering ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Head Airbags ', ' Rear Side Airbags ', ' Rear Window Defroster ', ' Remote Trunk Release ', ' Rollover Protection Bars ', ' Seat Belt Pretensioners ', ' Spoiler ', ' Sport Seats ', ' Sport Steering Wheel ', ' Stability Control ', ' Start-Stop System ', ' Steering Wheel Controls ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Ventilated Disc Brakes ']"
2021 Mini,Cooper Convertible S," $39,997 ",Mini of Morristown,"17,224 mi",USED,"17,224",23 City / 32 Hwy,Convertible,Black,Brown,Automatic,FWD,Gasoline,4 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' Cruise Control ', ' Daytime Running Lights ', ' Digital Info Center ', ' Driver Adjustable Lumbar ', ' Fog Lights ', ' Folding Mirrors ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' GPS Navigation ', ' Harman/Kardon Sound System ', ' Head-Up Display ', ' Heated Mirrors ', ' Heated Seats ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Lights ', ' Leather Seats ', ' Leather Steering Wheel ', ' MP3 ', ' Mini Connected ', ' Navigation System ', ' Onboard Communications System ', ' Pass-Through Rear Seat ', ' Passenger Adjustable Lumbar ', ' Piano Black Interior Trim ', ' Power Locks ', ' Power Mirrors ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Real-Time Traffic ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Start ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Side Airbag ', ' Smart Device Integration ', ' Smart Key ', ' Stability Control ', ' Steering Wheel Controls ', ' Storage Package ', ' Touch-Screen Sound System ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Warranty ', ' Wind Deflector ', ' Wireless Charging ', ' iPod Adapter ']"
2019 BMW,4 Series 440i xDrive," $40,488 ",Certified Performance Motors,"32,126 mi",USED,"32,126",20 City / 29 Hwy,Convertible,Orange,White,Automatic,AWD,Gasoline,6 Cyl,"[' 16 Speakers ', ' 18 Inch Wheels ', ' 19 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' AM/FM ', ' Adjustable Lumbar Support ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' BMW Assist ', ' Beverage Holder ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Harman/Kardon Sound System ', ' Head Restraint Whiplash Protection ', ' Head-Up Display ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' Illuminated Entry ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Navigation System ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Center Armrest ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Speed-Sensing Steering ', ' Sport Seats ', ' Sport Steering Wheel ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' USB Adapter ', ' USB Audio Interface ', ' Vanity Mirror/Light ', ' WiFi Hotspot ', ' Wind Deflector ', ' Wireless Charging ']"
2022 Chevrolet,Camaro 2LT," $40,530 ",New Rochelle Chevrolet,2 mi,NEW,2,22 City / 30 Hwy,Convertible,White,Black,Manual,RWD,Gasoline,4 Cyl,"[' 18 Inch Wheels ', ' 20 Inch Wheels ', ' 3-Point Seat Belts ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 6 Speakers ', ' 7 Speakers ', ' AM/FM ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Android Auto ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Automatic Headlights ', ' Beverage Holder ', ' Bluetooth ', ' Body Colored Bumpers ', ' Bose Sound System ', ' Braking Assist ', ' Compass ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Illuminated Entry ', ' Independent Suspension ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Tail Lights ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Trimmed Seats ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Preferred Equipment Package ', ' RS Package ', ' Radio Data System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Redline Edition Package ', ' Satellite Radio ', ' Silver Wheels ', ' Speed-Sensing Steering ', ' Spoiler ', ' Sport Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Technology Package ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Ventilated Seats ']"
2019 Ford,Mustang GT Premium," $40,590 ",Carvana New York City,"28,036 mi",USED,"28,036",15 City / 24 Hwy,Convertible,White,Black,Automatic,RWD,Gasoline,8 Cyl,"[' 19 Inch Wheels ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Bluetooth ', ' CD (Single Disc) ', ' Cooled Seats ', ' Cruise Control ', ' Daytime Running Lights ', ' Dual Airbags ', ' Fog Lights ', ' Front Knee Airbags (Driver) ', ' Front Knee Airbags (Passenger) ', ' GPS Navigation ', ' Heated Seats ', ' Hill Assist System ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Lights ', ' MP3 ', ' Navigation System ', ' Parking Sensors ', ' Power Liftgate ', ' Power Locks ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Wheels ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear-View Camera ', ' Satellite Radio ', ' Side Airbags ', ' Spoiler ', ' Stability Control ', ' Sync ', ' Traction Control ']"
2022 Mazda,MX-5 Miata RF Grand Touring," $40,665 ",Garden City Mazda,2 mi,NEW,2,26 City / 35 Hwy,Convertible,Black,Black,Automatic,RWD,Gasoline,4 Cyl,"[' 17 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Active Noise Cancellation ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Android Auto ', ' Anti-Lock Brakes ', ' Apple Carplay ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Beverage Holder ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Bose Sound System ', ' Braking Assist ', ' Cruise Control ', ' Delay-Off Headlights ', ' Emergency Communication System ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' Hard Top ', ' Heated Mirrors ', ' Heated Seats ', ' High-Beam Assist ', ' Illuminated Entry ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Trimmed Interior ', ' Mazda Connect ', ' Navigation System ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Satellite Radio ', ' Silver Wheels ', ' Speed-Sensing Steering ', ' Sport Steering Wheel ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Wind Deflector ']"
