Name,Model,Price,Dealer,Used,Condition,Mileage,MPG,Body Style,Exterior Color,Interior Color,Transmission,Drive Train,Fuel Type,Engine,Other Features
2017 BMW,2 Series M240i xDrive," $30,998 ",Northshore Motors Leasing LLC,"44,034 mi",USED,"44,034",21 City / 31 Hwy,Convertible,Black,Black,Automatic,AWD,Gasoline,6 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Active Suspension ', ' Adjustable Headrests ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Air Filtration ', ' Alloy Wheels ', ' Aluminum Dash Trim ', ' Aluminum Door Trim ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Black Grille ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Colored Door Handles ', ' Braking Assist ', ' Bucket Seats ', ' CD (Single Disc) ', ' Cargo Area Concealed Storage ', ' Cargo Area Light ', ' Cargo Net ', ' Chrome Front Grill ', ' Cigarette Lighter ', ' Console ', ' Cruise Control ', ' Cup Holder ', ' Daytime Running Lights ', ' Delay-Off Headlights ', ' Delayed Accessory Power ', ' Door Bin ', ' Driver Adjustable Lumbar ', ' Driver Foot Rest ', ' Dual-Zone Climate Control ', ' Engine Immobilizer ', ' Fade-To-Off Interior Lighting ', ' Floor Mats ', ' Folding Mirrors ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bench Seat ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' HD Radio ', ' Handsfree Power Liftgate ', ' Handsfree/Bluetooth Integration ', ' Head Restraint Whiplash Protection ', ' Heated Mirrors ', ' High Intensity Discharge Headlights ', ' High Performance Tires ', ' High-Beam Assist ', ' Illuminated Entry ', ' Illuminated Glove Box ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Steering Wheel ', ' Leatherette Door Trim ', ' Locking Glove Box ', ' Locking Tailgate ', ' MP3 ', ' Memorized Settings ', ' Memory Mirrors ', ' Metal-Look Dash Trim ', ' Multi-Zone Climate Control ', ' Passenger Adjustable Lumbar ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Bench Seat ', ' Rear Headrests ', ' Rear Window Defroster ', ' Rollover Protection Bars ', ' Run-Flat Tires ', ' Satellite Radio ', ' Seat Memory ', ' Split/Folding Seats ', ' Sport Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Sun/Moonroof ', ' Sunroof ', ' Tachometer ', ' Telematics System ', ' Tinted Windows ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Trip Odometer ', ' Turn Signal Mirrors ', ' USB Audio Interface ', ' Vanity Mirror/Light ', ' Warranty ', ' Wind Deflector ', ' Windshield Wiper Heater ']"
2015 BMW,4 Series 428i xDrive," $31,888 ",Teddy Volkswagen of The Bronx LLC,"44,610 mi",USED,"44,610",21 City / 33 Hwy,Convertible,White,Black,Automatic,AWD,Gasoline,4 Cyl,"[' 17 Inch Wheels ', ' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Adjustable Lumbar Support ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Cold Weather Package ', ' ConnectedDrive ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Harman/Kardon Sound System ', ' Head Restraint Whiplash Protection ', ' Headlight Washers ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Intensity Discharge Headlights ', ' Illuminated Entry ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Leather Trimmed Interior ', ' Leatherette Seats ', ' Luxury Line Package ', ' MP3 ', ' Navigation System ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Package ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Real-Time Traffic ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Center Armrest ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Smart Key ', ' Speed-Sensing Steering ', ' Sport Seats ', ' Sport Steering Wheel ', ' Sportline Package ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' USB Audio Interface ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' Wood Dash Trim ', ' Wood Door Trim ', ' Wood Trimmed Interior ']"
2014 BMW,6 Series 650i," $31,900 ",Signature Pre-Owned,"90,002 mi",USED,"90,002",17 City / 25 Hwy,Convertible,White,Black,Automatic,RWD,Gasoline,8 Cyl,"[' AM/FM ', ' Adaptive Cruise Control ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' BMW Assist ', ' Bluetooth ', ' CD (Single Disc) ', ' Driver Assistance Package ', ' Dual Airbags ', ' Fog Lights ', ' Front Knee Airbags (Driver) ', ' Front Knee Airbags (Passenger) ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' High Intensity Discharge Headlights ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' M Sport Package ', ' MP3 ', ' Navigation System ', ' Parking Sensors ', ' Power Locks ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear-View Camera ', ' Remote Trunk Release ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Side Airbags ', ' Side Curtain Airbags ', ' Stability Control ', ' Traction Control ']"
2018 BMW,4 Series 430i," $31,900 ",Square One Auto Sales,"66,266 mi",USED,"66,266",24 City / 34 Hwy,Convertible,Blue,Black,Automatic,RWD,Gasoline,4 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Adjustable Lumbar Support ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Aluminum Dash Trim ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' BMW Assist ', ' Beverage Holder ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Head Restraint Whiplash Protection ', ' Heated Mirrors ', ' Illuminated Entry ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Leatherette Seats ', ' M Sport Package ', ' MP3 ', ' Navigation System ', ' Panic Button ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Real-Time Traffic ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Center Armrest ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Smart Key ', ' Speed-Sensing Steering ', ' Sport Seats ', ' Sport Steering Wheel ', ' Sport Suspension ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' USB Audio Interface ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' Wood Dash Trim ', ' Wood Door Trim ']"
2019 Mazda,MX-5 Miata Club," $31,979 ",Liberty Kia,"22,733 mi",USED,"22,733",26 City / 34 Hwy,Convertible,Gray,Black,Manual,RWD,Gasoline,4 Cyl,"[' 3-Point Seat Belts ', ' AM/FM ', ' Adjustable Seats ', ' Air Conditioning ', ' Air Filtration ', ' Airbag Deactivation (Passenger) ', ' Alert System Impact Sensor ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Armrest Storage ', ' Aux Audio Adapter ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Bose Sound System ', ' Braking Assist ', ' Center Console ', ' Cloth Seats ', ' Cloth Upholstery ', ' Cruise Control ', ' Daytime Running Lights ', ' Digital Info Center ', ' Double Wishbone Front Suspension ', ' Electronic Brake Force Distribution ', ' Electronic Messaging Assistance ', ' Emergency Trunk Release ', ' Energy Absorbing Steering Column ', ' Engine Immobilizer ', ' Folding Mirrors ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Crumple Zones ', ' Front Headrests ', ' Front Side Airbags ', ' Front Stabilizer Bar ', ' Fuel Data Display ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Hill Assist System ', ' Independent Suspension ', ' Inside Rear-View Mirror - Manual Day/Night ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Lights ', ' LED Tail Lights ', ' Leatherette Dash Trim ', ' Limited Slip Differential ', ' Low Fuel Level Indicator ', ' One-Touch Power Windows ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Steering ', ' Power Windows ', ' Reading Lights ', ' Rear Crumple Zones ', ' Rear Stabilizer Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Trunk Release ', ' Seat Belt Pretensioners ', ' Seat Belt Warning System ', ' Side Airbags ', ' Side Impact Door Beam ', ' Side Window Defogger ', ' Smart Key ', ' Spoiler ', ' Sport Suspension ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tinted Windows ', ' Traction Control ', ' Trip Odometer ', ' Vanity Mirror/Light ', ' Voice-Activated Command System ', ' Wind Deflector ', ' Window Lockout Button ', ' iPhone Adapter ', ' iPod Adapter ']"
2015 Volkswagen,Beetle 1.8T Navigation," $31,982 ",Prestige Volkswagen of Stamford,"30,208 mi",USED,"30,203",24 City / 32 Hwy,Convertible,Black,Tan,Automatic,FWD,Gasoline,4 Cyl,"[' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Armrest Storage ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Side Moldings ', ' Braking Assist ', ' CD (Single Disc) ', ' Cruise Control ', ' Door Bin ', ' Emergency Communication System ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' Heated Mirrors ', ' Heated Seats ', ' Illuminated Entry ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Leatherette Seats ', ' MP3 ', ' Overhead Console ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Reading Lights ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Speed-Sensing Steering ', ' Split/Folding Seats ', ' Spoiler ', ' Stability Control ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turbocharger ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Warranty ']"
2014 Mercedes-Benz,E-Class 350," $31,990 ",Carvana Newark,"53,443 mi",USED,"53,443",19 City / 28 Hwy,Convertible,Black,Tan,Automatic,RWD,Gasoline,6 Cyl,"[' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Blind Spot Monitor ', ' Bluetooth ', ' CD (Multi Disc) ', ' Cruise Control ', ' DVD ', ' Dual Airbags ', ' Front Side Airbags ', ' GPS Navigation ', ' Heated Seats ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' MP3 ', ' Navigation System ', ' Power Locks ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Rear Air Conditioning ', ' Rear Side Airbags ', ' Rear View Camera ', ' Rear-View Camera ', ' Side Airbags ', ' Side Curtain Airbags ', ' Side and Top View Camera ', ' Spoiler ', ' Sport Package ', ' Stability Control ', ' Ventilated Seats ']"
2013 Mercedes-Benz,E-Class 350," $31,998 ",Carmax Edison 6098 Edi,"40,092 mi",USED,"40,092",19 City / 28 Hwy,Convertible,Black,Brown,Automatic,RWD,Gasoline,6 Cyl,"[' AM/FM ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Aux Audio Adapter ', ' Blind Spot Monitor ', ' Bluetooth ', ' CD (Single Disc) ', ' Cruise Control ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Harman/Kardon Sound System ', ' Heated Seats ', ' Lane Departure Warning ', ' Leather Seats ', ' Leatherette Seats ', ' Navigation System ', ' Power Locks ', ' Power Mirrors ', ' Power Seat (Dual) ', ' Power Windows ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Satellite Radio ', ' Satellite Radio Ready ', ' Seat Memory ', ' Side Airbags ', ' Smart Key ', ' Spoiler ', ' Traction Control ']"
2014 Lexus,IS 250C," $31,999 ",Arrow Motors,"36,569 mi",USED,"36,569",21 City / 30 Hwy,Convertible,Black,Tan,Automatic,RWD,Gasoline,6 Cyl,"[' 3-Point Seat Belts ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Headrests ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Air Filtration ', ' Aluminum Interior Accents ', ' Antenna ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Black Grille ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Colored Door Handles ', ' Braking Assist ', ' Cargo Area Light ', ' Cargo Area Under Floor ', ' Chrome Front Grill ', ' Cigarette Lighter ', ' Clock ', ' Compact Spare Tire ', ' Compass ', ' Cup Holder ', ' Delayed Accessory Power ', ' Door Bin ', ' Double Wishbone Front Suspension ', ' Driver Foot Rest ', ' Dual Exhaust ', ' Dual-Stage Front Airbags ', ' Dual-Zone Climate Control ', ' Engine Immobilizer ', ' Fade-To-Off Interior Lighting ', ' First Aid Kit ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Anti-Roll Bar ', ' Front Center Armrest ', ' Front Headrests ', ' Front Knee Airbags (Driver) ', ' Front Knee Airbags (Passenger) ', ' Front Side Airbags ', ' Front Ventilated Disc Brakes ', ' Full Size Spare Tire ', ' Hard Top ', ' Hill Assist System ', ' Illuminated Entry ', ' Illuminated Glove Box ', ' Integrated Garage Door Opener ', ' Keyless Ignition ', ' LED Tail Lights ', ' Leather Door Trim ', ' Leather Seats ', ' Leather Trimmed Interior ', ' Locking Glove Box ', ' Maintenance Free Battery ', ' Metal-Look Dash Trim ', ' Multi-Link Suspension ', ' Overhead Console ', ' Paddle Shifter ', ' Passenger Sensing Airbag ', ' Power Outlet ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Headrests ', ' Rear Stabilizer Bar ', ' Rear Ventilated Disc Brakes ', ' Rear Window Defroster ', ' Remote Fuel Door Release ', ' Remote Trunk Release ', ' Seat Belt Pretensioners ', ' Side Airbag ', ' Side Impact Door Beam ', ' Speed-Sensing Steering ', ' Spoiler ', ' Steel Spare Wheel Rim ', ' Steering Wheel Controls ', ' Thermometer ', ' Tinted Windows ', ' Tire Pressure Monitoring System ', ' Valet Function ', ' Vanity Mirror/Light ', ' Vehicle Tracking System ', ' Wood/Metal-Look Dash Trim ', ' Wood/Metal-Look Door Trim ']"
2020 Mini,Cooper Convertible S," $31,999 ",Mini of Edison,"25,649 mi",USED,"25,649",26 City / 34 Hwy,Convertible,Red,Black,Automatic,FWD,Gasoline,4 Cyl,"[' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' All-Season Tires ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Automatic Headlights ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' Cruise Control ', ' Daytime Running Lights ', ' Driver Adjustable Lumbar ', ' Floor Mats ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Heated Mirrors ', ' Heated Seats ', ' High Performance Tires ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Lights ', ' Leather Steering Wheel ', ' MP3 ', ' Onboard Communications System ', ' Pass-Through Rear Seat ', ' Passenger Adjustable Lumbar ', ' Piano Black Interior Trim ', ' Power Locks ', ' Power Mirrors ', ' Power Steering ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Side Airbag ', ' Smart Device Integration ', ' Smart Key ', ' Stability Control ', ' Steering Wheel Controls ', ' Tire Pressure Monitoring System ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' iPod Adapter ']"
2016 Audi,A5 Premium Plus," $32,059 ",Generation Kia,"49,887 mi",USED,"49,887",21 City / 29 Hwy,Convertible,Black,––,Automatic,AWD,Gasoline,4 Cyl,"[' 10 Speakers ', ' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' Head Restraint Whiplash Protection ', ' Heated Mirrors ', ' Heated Seats ', ' High Intensity Discharge Headlights ', ' Illuminated Entry ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Leather Trimmed Interior ', ' MP3 ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Adjustable Headrest ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Window Defroster ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Split/Folding Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Wind Deflector ']"
2018 Audi,A5 Cabriolet Premium Plus," $32,195 ",Eastchester Certified Motors,"61,874 mi",USED,"61,874",24 City / 34 Hwy,Convertible,Silver,––,Automatic,AWD,Gasoline,4 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' All-Season Tires ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' CD (Single Disc) ', ' Compact Spare Tire ', ' Cruise Control ', ' Daytime Running Lights ', ' Driver Adjustable Lumbar ', ' Engine Immobilizer ', ' Floor Mats ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Full Size Spare Tire ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' High Performance Tires ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Leather Seats ', ' Leather Steering Wheel ', ' MP3 ', ' Multi-Zone Climate Control ', ' Paddle Shifter ', ' Pass-Through Rear Seat ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Rear Air Conditioning ', ' Rear Bench Seat ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Smart Device Integration ', ' Sport Steering Wheel ', ' Stability Control ', ' Steel Spare Wheel Rim ', ' Steering Wheel Controls ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Valet Function ', ' Vanity Mirror/Light ', ' Windshield Wiper Heater ']"
